like1,parx,pary,parz,simulation_0,chain
inf,7.75,4.266,-3.525,inf,1.0
inf,8.33,5.688,-8.9,inf,1.0
inf,2.512,6.906,-7.95,inf,1.0
inf,-6.42,7.78,-0.6494,inf,1.0
inf,-0.937,-7.46,-3.791,inf,1.0
inf,2.803,5.586,3.512,inf,1.0
56000.0,-2.258,-3.842,-7.145,56000.0,1.0
inf,4.17,9.91,7.977,inf,1.0
inf,1.291,5.58,-2.746,inf,1.0
159.5,-0.586,0.3474,1.372,159.5,1.0
inf,8.39,-1.574,9.92,inf,1.0
inf,-7.812,-6.707,1.695,inf,1.0
inf,5.184,-0.003963,-0.2015,inf,1.0
inf,-4.22,-5.934,9.766,inf,1.0
inf,-5.17,-3.434,-9.56,inf,1.0
29360.0,4.383,2.96,3.314,29360.0,1.0
inf,-9.11,5.137,1.112,inf,1.0
inf,-2.475,-9.61,-5.652,inf,1.0
15860.0,3.338,-1.386,3.129,15860.0,1.0
inf,9.94,-5.87,-2.422,inf,1.0
inf,-2.586,-9.305,0.1776,inf,1.0
inf,-3.43,6.707,1.794,inf,1.0
inf,-4.03,6.188,-5.887,inf,1.0
inf,-4.207,-7.43,5.133,inf,1.0
inf,5.71,2.822,4.418,inf,1.0
inf,7.168,-5.883,-8.93,inf,1.0
35000.0,2.951,-2.514,-8.64,35000.0,1.0
inf,-1.553,-7.984,4.035,inf,1.0
inf,-1.389,-9.5,-6.04,inf,1.0
inf,-8.25,8.61,-8.79,inf,1.0
22910.0,-3.062,-2.05,-5.695,22910.0,1.0
inf,-8.7,-2.03,-5.797,inf,1.0
inf,-6.426,-4.21,1.169,inf,1.0
inf,0.0856,-6.195,1.456,inf,1.0
54180.0,-4.676,-0.5825,6.508,54180.0,1.0
inf,6.637,-3.291,1.665,inf,1.0
51230.0,4.797,1.805,-4.69,51230.0,1.0
inf,-9.21,-3.111,-5.59,inf,1.0
inf,8.125,-9.17,9.516,inf,1.0
inf,-5.938,6.98,9.05,inf,1.0
inf,-5.39,8.47,1.26,inf,1.0
inf,-4.67,-6.508,-2.82,inf,1.0
inf,7.41,3.645,-9.44,inf,1.0
inf,-7.22,-0.1116,-2.098,inf,1.0
1066.0,2.348,2.639,8.51,1066.0,1.0
inf,6.926,-5.875,-4.773,inf,1.0
59940.0,4.62,-2.65,2.223,59940.0,1.0
34300.0,0.575,4.008,-2.094,34300.0,1.0
inf,-1.767,-5.7,-2.535,inf,1.0
inf,-4.78,-4.812,-2.293,inf,1.0
inf,2.043,8.41,9.86,inf,1.0
inf,-9.086,2.94,-6.81,inf,1.0
inf,-1.308,5.824,-4.855,inf,1.0
inf,8.664,7.594,-6.76,inf,1.0
inf,9.016,-5.773,-2.867,inf,1.0
inf,-6.53,3.803,0.4258,inf,1.0
inf,3.008,-7.254,-7.234,inf,1.0
inf,4.355,-2.662,-8.85,inf,1.0
4730.0,2.873,2.418,2.217,4730.0,1.0
inf,-1.955,-8.984,1.489,inf,1.0
inf,-8.01,-5.344,2.709,inf,1.0
inf,-9.33,-3.861,-9.31,inf,1.0
inf,-4.94,7.81,7.773,inf,1.0
inf,-9.516,8.81,3.967,inf,1.0
64350.0,-4.08,4.598,-1.188,64350.0,1.0
14330.0,2.086,-1.574,-7.918,14330.0,1.0
inf,7.43,2.863,8.37,inf,1.0
inf,-8.63,5.066,9.69,inf,1.0
inf,4.87,-6.305,-6.77,inf,1.0
inf,-5.66,-8.15,6.55,inf,1.0
8220.0,-2.041,-3.777,9.94,8220.0,1.0
inf,2.771,-6.633,-0.1774,inf,1.0
inf,8.49,3.707,8.97,inf,1.0
4210.0,-2.453,1.411,6.55,4210.0,1.0
46620.0,3.45,-2.854,-7.62,46620.0,1.0
inf,-3.17,-3.998,-9.336,inf,1.0
inf,-9.04,-0.9214,-1.907,inf,1.0
inf,-8.56,5.824,6.54,inf,1.0
inf,-6.164,2.56,3.8,inf,1.0
inf,3.475,8.06,8.07,inf,1.0
inf,-9.42,3.326,-2.041,inf,1.0
inf,8.81,-7.234,6.367,inf,1.0
inf,9.234,6.723,-5.344,inf,1.0
9580.0,-2.822,-1.125,4.887,9580.0,1.0
inf,-6.87,-5.45,-3.738,inf,1.0
inf,0.973,9.51,-8.15,inf,1.0
inf,-6.44,-9.19,4.53,inf,1.0
inf,4.305,-5.992,-0.98,inf,1.0
inf,-0.4868,6.49,-5.797,inf,1.0
7604.0,-2.523,-2.314,6.066,7604.0,1.0
inf,-4.945,6.21,-3.758,inf,1.0
inf,2.46,-9.49,-1.555,inf,1.0
inf,-6.734,1.736,-6.01,inf,1.0
inf,7.86,-4.88,-1.316,inf,1.0
inf,-1.021,5.55,2.299,inf,1.0
inf,-0.7236,-5.656,5.363,inf,1.0
inf,-3.605,-8.78,-6.72,inf,1.0
inf,6.977,0.945,6.082,inf,1.0
inf,-3.906,-8.555,0.202,inf,1.0
inf,-5.39,7.367,7.598,inf,1.0
inf,-5.535,1.574,-7.82,inf,1.0
inf,1.229,8.29,-2.105,inf,1.0
inf,-6.58,2.33,-1.215,inf,1.0
inf,-9.06,9.21,-9.1,inf,1.0
inf,9.414,3.377,-6.67,inf,1.0
inf,-2.4,8.41,-2.03,inf,1.0
inf,8.11,-0.12463,2.586,inf,1.0
inf,-4.777,-5.29,-5.336,inf,1.0
inf,8.484,-8.91,-1.03,inf,1.0
956.0,-1.864,1.038,2.959,956.0,1.0
inf,4.363,-2.383,-9.28,inf,1.0
inf,-7.637,2.514,1.989,inf,1.0
inf,-7.19,9.57,-3.12,inf,1.0
inf,-6.547,-1.466,7.586,inf,1.0
inf,9.664,4.234,7.906,inf,1.0
inf,0.998,6.61,3.332,inf,1.0
inf,5.168,-0.7427,-9.734,inf,1.0
inf,4.93,-5.836,9.88,inf,1.0
inf,7.527,-6.977,-6.58,inf,1.0
inf,-5.33,-1.07,-5.582,inf,1.0
inf,-7.14,7.566,4.57,inf,1.0
inf,5.668,-5.305,7.348,inf,1.0
inf,-6.973,3.807,7.875,inf,1.0
inf,-7.246,4.965,-3.086,inf,1.0
inf,-7.39,3.057,2.193,inf,1.0
inf,0.06964,9.82,0.279,inf,1.0
inf,-8.58,-4.41,5.32,inf,1.0
33660.0,-2.969,-4.508,7.71,33660.0,1.0
inf,7.664,-9.4,4.906,inf,1.0
54200.0,-3.383,3.727,-8.07,54200.0,1.0
inf,-8.24,-6.613,-3.916,inf,1.0
inf,-3.58,-6.492,-7.965,inf,1.0
7820.0,-2.63,-1.521,-0.2937,7820.0,1.0
inf,5.88,5.457,-2.445,inf,1.0
inf,-6.45,-1.16,8.84,inf,1.0
inf,5.164,-3.604,2.785,inf,1.0
inf,-6.234,-1.502,-9.63,inf,1.0
inf,3.096,7.918,2.12,inf,1.0
inf,-7.582,-3.791,9.89,inf,1.0
inf,-3.096,-5.65,-4.977,inf,1.0
inf,-5.21,-7.453,-0.4944,inf,1.0
inf,-7.434,-7.027,-8.28,inf,1.0
27600.0,-3.836,-0.7817,-5.363,27600.0,1.0
inf,5.766,0.4531,0.5537,inf,1.0
inf,-8.8,-4.996,8.54,inf,1.0
inf,8.97,-7.39,5.734,inf,1.0
inf,-5.605,-4.434,3.46,inf,1.0
inf,8.6,-5.88,-9.586,inf,1.0
inf,5.062,-9.33,-3.475,inf,1.0
13540.0,-1.546,-2.492,-4.344,13540.0,1.0
inf,-5.383,-8.96,-5.48,inf,1.0
inf,-4.848,9.45,1.059,inf,1.0
inf,-8.59,1.99,-5.934,inf,1.0
56800.0,1.34,-5.062,2.83,56800.0,1.0
inf,6.863,1.766,4.555,inf,1.0
inf,-8.97,-8.78,9.05,inf,1.0
inf,-5.09,-5.45,-9.36,inf,1.0
inf,-9.16,5.156,-9.24,inf,1.0
57660.0,-4.684,-2.088,4.48,57660.0,1.0
inf,9.93,-1.849,2.477,inf,1.0
inf,-5.645,7.277,-5.45,inf,1.0
inf,5.86,0.4512,-8.02,inf,1.0
15370.0,3.742,2.365,1.348,15370.0,1.0
inf,8.0,-0.6846,3.145,inf,1.0
inf,-5.25,1.01,-6.297,inf,1.0
inf,-8.14,2.348,6.53,inf,1.0
inf,-2.33,9.35,-4.848,inf,1.0
5664.0,-0.6006,1.163,-6.13,5664.0,1.0
inf,-6.785,1.948,-2.926,inf,1.0
inf,-0.1819,-9.45,-8.54,inf,1.0
55260.0,4.887,1.284,8.07,55260.0,1.0
inf,-2.824,8.16,-1.39,inf,1.0
13170.0,-1.281,-1.547,-8.625,13170.0,1.0
inf,8.586,-0.8267,2.502,inf,1.0
inf,4.84,-4.418,4.375,inf,1.0
inf,2.576,-4.824,-9.84,inf,1.0
2224.0,0.3684,1.761,-1.325,2224.0,1.0
inf,-3.783,-8.54,-0.289,inf,1.0
inf,-7.54,6.27,1.639,inf,1.0
inf,2.738,-4.51,-4.434,inf,1.0
inf,8.56,-7.13,-5.49,inf,1.0
inf,0.3076,-8.04,-7.28,inf,1.0
inf,2.148,-4.742,-2.453,inf,1.0
inf,8.06,-1.095,-0.3508,inf,1.0
357.8,0.741,2.307,4.637,357.8,1.0
inf,-0.557,6.86,-4.133,inf,1.0
inf,5.117,-5.133,9.27,inf,1.0
6004.0,-3.26,3.334,8.54,6004.0,1.0
48450.0,0.732,4.598,-0.4766,48450.0,1.0
inf,-8.9,5.64,-8.3,inf,1.0
inf,-8.32,2.871,3.582,inf,1.0
inf,-5.812,-6.176,-0.607,inf,1.0
inf,2.566,-6.816,2.963,inf,1.0
53150.0,-1.549,5.133,3.469,53150.0,1.0
inf,0.33,-9.95,-9.84,inf,1.0
inf,-8.17,-5.566,-8.39,inf,1.0
inf,-5.023,-6.02,6.83,inf,1.0
22830.0,3.88,0.87,-4.43,22830.0,1.0
inf,9.74,0.4775,-4.16,inf,1.0
inf,-4.973,-3.572,-9.46,inf,1.0
inf,-0.597,-7.996,8.88,inf,1.0
inf,4.938,7.07,8.09,inf,1.0
inf,-5.848,-1.581,9.84,inf,1.0
1204.0,0.122,-1.353,-1.351,1204.0,1.0
inf,7.816,9.16,5.54,inf,1.0
inf,9.68,-8.97,6.082,inf,1.0
57540.0,-2.613,4.46,-3.965,57540.0,1.0
inf,-9.15,3.19,5.414,inf,1.0
inf,-5.81,0.9624,-6.215,inf,1.0
7092.0,-0.687,-0.4182,8.55,7092.0,1.0
inf,-5.344,7.777,5.293,inf,1.0
inf,9.7,-8.02,5.164,inf,1.0
4572.0,-2.469,0.0842,3.084,4572.0,1.0
inf,-2.693,-6.184,2.785,inf,1.0
inf,-5.54,7.69,4.812,inf,1.0
59900.0,-4.74,-1.885,6.094,59900.0,1.0
inf,5.25,-7.445,-5.707,inf,1.0
inf,-7.543,1.353,6.12,inf,1.0
24200.0,3.697,-1.805,1.794,24200.0,1.0
inf,6.258,2.633,-2.129,inf,1.0
inf,2.309,-6.484,0.1908,inf,1.0
inf,8.13,-8.95,1.223,inf,1.0
inf,-9.86,2.053,-2.855,inf,1.0
inf,-5.656,4.156,2.27,inf,1.0
1594.0,0.449,-0.7886,4.484,1594.0,1.0
inf,-6.395,-7.668,0.163,inf,1.0
inf,-9.805,0.4966,-5.59,inf,1.0
29020.0,3.568,-2.195,-3.398,29020.0,1.0
inf,-0.538,-7.836,6.992,inf,1.0
inf,-4.777,8.23,2.277,inf,1.0
20720.0,0.0747,3.395,-2.46,20720.0,1.0
inf,3.916,-4.56,-6.363,inf,1.0
inf,-7.496,9.516,6.03,inf,1.0
18460.0,0.451,-2.729,-5.82,18460.0,1.0
inf,1.758,9.24,6.773,inf,1.0
inf,-1.427,7.742,0.3772,inf,1.0
49900.0,-4.543,-1.635,3.96,49900.0,1.0
inf,3.893,9.336,9.05,inf,1.0
inf,-1.557,4.855,-5.863,inf,1.0
inf,2.205,-4.88,-5.227,inf,1.0
inf,7.547,2.197,4.562,inf,1.0
inf,-8.44,-9.234,-0.0117,inf,1.0
inf,1.332,9.04,0.1495,inf,1.0
inf,7.15,-9.71,-9.336,inf,1.0
inf,-5.883,-6.434,-3.867,inf,1.0
inf,0.505,8.66,9.516,inf,1.0
inf,-4.168,8.016,-5.91,inf,1.0
inf,0.312,-9.94,5.16,inf,1.0
inf,-9.06,3.826,3.387,inf,1.0
inf,8.23,-2.361,-0.3396,inf,1.0
inf,8.836,-5.258,1.182,inf,1.0
inf,-5.277,2.662,-6.906,inf,1.0
26480.0,-2.12,4.125,0.741,26480.0,1.0
41920.0,-4.445,-0.6123,-1.6,41920.0,1.0
inf,5.098,3.168,-3.514,inf,1.0
inf,1.647,6.336,-0.2133,inf,1.0
57180.0,4.816,-0.7173,1.078,57180.0,1.0
inf,6.246,-8.51,4.336,inf,1.0
inf,7.8,1.847,3.021,inf,1.0
inf,-6.625,-2.117,-7.242,inf,1.0
inf,8.27,6.21,-0.8506,inf,1.0
43000.0,-4.72,1.561,3.713,43000.0,1.0
inf,0.3044,-7.73,-4.75,inf,1.0
inf,9.945,-9.22,-1.607,inf,1.0
inf,7.652,-1.189,-8.47,inf,1.0
inf,1.6455,-6.223,-3.35,inf,1.0
inf,-7.49,-6.03,9.39,inf,1.0
inf,-9.03,-6.29,-9.84,inf,1.0
inf,9.195,5.086,-9.76,inf,1.0
17730.0,3.574,3.205,1.028,17730.0,1.0
1291.0,0.7114,-3.062,9.305,1291.0,1.0
inf,-7.34,9.23,-4.16,inf,1.0
inf,4.582,-3.836,1.943,inf,1.0
inf,8.31,-3.76,-7.098,inf,1.0
inf,7.89,-1.851,-8.58,inf,1.0
34780.0,-3.773,-2.842,0.6133,34780.0,1.0
60450.0,1.604,-5.492,6.965,60450.0,1.0
46240.0,4.48,2.596,-5.76,46240.0,1.0
inf,-7.613,2.242,4.992,inf,1.0
inf,4.73,-6.094,-7.77,inf,1.0
inf,3.994,5.555,-4.92,inf,1.0
inf,5.082,3.11,-2.95,inf,1.0
inf,-6.285,-1.594,-8.46,inf,1.0
inf,-4.348,-8.95,-2.057,inf,1.0
inf,7.555,7.363,5.703,inf,1.0
inf,-2.799,-7.926,-6.266,inf,1.0
inf,0.6953,9.08,-9.0,inf,1.0
inf,6.797,8.97,-6.082,inf,1.0
23360.0,-2.924,-3.365,1.768,23360.0,1.0
inf,-7.176,-7.0,6.61,inf,1.0
inf,-5.96,-9.945,-4.72,inf,1.0
inf,-1.734,-8.75,-9.805,inf,1.0
inf,-6.69,-0.895,-7.44,inf,1.0
inf,-9.3,-6.26,2.404,inf,1.0
inf,6.074,9.73,5.082,inf,1.0
inf,-3.55,6.33,-5.305,inf,1.0
inf,5.867,0.8257,-7.723,inf,1.0
10936.0,-1.532,2.441,-4.492,10936.0,1.0
inf,5.336,-4.38,6.48,inf,1.0
10740.0,-1.909,2.992,-1.388,10740.0,1.0
inf,7.3,-6.043,3.05,inf,1.0
inf,-3.248,-9.3,-5.715,inf,1.0
inf,-6.55,-9.58,-1.547,inf,1.0
37300.0,2.977,-2.56,-9.01,37300.0,1.0
12376.0,-2.363,3.627,2.21,12376.0,1.0
1863.0,0.629,-1.947,7.406,1863.0,1.0
inf,-6.09,-2.566,5.508,inf,1.0
16480.0,-1.672,2.86,-4.664,16480.0,1.0
inf,8.586,-3.434,-8.96,inf,1.0
inf,-3.865,8.38,-7.87,inf,1.0
inf,6.438,6.65,-4.41,inf,1.0
510.0,0.1119,1.452,0.3726,510.0,1.0
inf,-6.863,9.43,1.3,inf,1.0
61900.0,1.257,4.57,-3.805,61900.0,1.0
inf,3.63,-9.6,-7.207,inf,1.0
inf,-6.625,-2.92,-8.52,inf,1.0
inf,2.25,4.598,-6.234,inf,1.0
46200.0,4.406,1.601,-9.44,46200.0,1.0
inf,-7.73,-1.93,6.113,inf,1.0
inf,-7.492,5.445,-7.23,inf,1.0
inf,-6.254,-4.184,-6.156,inf,1.0
29810.0,-4.35,2.227,0.682,29810.0,1.0
inf,-3.79,-3.908,-9.69,inf,1.0
759.0,1.599,0.0886,1.231,759.0,1.0
34720.0,-0.4539,-3.096,-8.75,34720.0,1.0
inf,-4.043,8.414,-9.65,inf,1.0
inf,-9.09,6.164,-4.555,inf,1.0
inf,4.527,6.215,0.679,inf,1.0
8560.0,-1.097,-3.053,1.113,8560.0,1.0
inf,-1.25,8.67,-4.527,inf,1.0
inf,-5.965,-9.54,-5.67,inf,1.0
inf,3.729,9.57,-9.38,inf,1.0
1952.0,-1.398,-2.387,5.0,1952.0,1.0
inf,7.58,0.007576,-5.105,inf,1.0
inf,6.098,7.02,-5.598,inf,1.0
inf,-8.41,-5.59,5.953,inf,1.0
inf,1.819,8.22,5.38,inf,1.0
inf,4.047,-4.293,-3.355,inf,1.0
inf,-7.59,-4.01,-2.32,inf,1.0
inf,-1.38,-8.98,-0.3015,inf,1.0
10210.0,1.905,-3.746,7.145,10210.0,1.0
inf,9.57,-9.695,9.06,inf,1.0
inf,8.74,-6.844,2.332,inf,1.0
inf,-9.39,-9.59,9.41,inf,1.0
inf,-7.02,0.94,-6.33,inf,1.0
inf,-7.195,-8.22,-0.0533,inf,1.0
inf,8.15,-2.424,-6.965,inf,1.0
inf,0.9927,5.082,-4.746,inf,1.0
inf,-1.3125,-7.793,0.7163,inf,1.0
inf,-5.0,2.7,-9.41,inf,1.0
inf,4.89,-6.38,-7.824,inf,1.0
23570.0,-3.219,-1.173,-8.734,23570.0,1.0
inf,-8.66,-9.13,7.82,inf,1.0
inf,0.002779,8.38,-5.758,inf,1.0
inf,0.0589,-9.14,-5.52,inf,1.0
inf,-4.547,-5.336,-7.625,inf,1.0
inf,-8.87,4.742,-4.555,inf,1.0
inf,-4.688,8.81,9.41,inf,1.0
41020.0,4.57,3.074,-0.2161,41020.0,1.0
inf,-7.15,-4.23,-0.172,inf,1.0
inf,7.48,-3.502,-8.7,inf,1.0
inf,-7.098,-5.04,8.766,inf,1.0
inf,8.99,6.996,9.26,inf,1.0
inf,5.57,-9.19,5.24,inf,1.0
32100.0,-3.74,-3.252,5.758,32100.0,1.0
inf,7.688,-2.004,7.043,inf,1.0
inf,2.7,4.598,-7.117,inf,1.0
60700.0,-0.628,3.908,-9.11,60700.0,1.0
inf,-0.3071,-6.53,-8.914,inf,1.0
inf,7.598,-0.03458,-2.086,inf,1.0
inf,-7.406,-1.577,2.857,inf,1.0
inf,-8.85,-5.25,5.406,inf,1.0
inf,-6.1,9.07,4.043,inf,1.0
inf,-4.984,9.73,-5.566,inf,1.0
inf,-9.39,2.604,4.89,inf,1.0
inf,-7.805,-2.88,5.62,inf,1.0
inf,-7.293,-7.49,4.895,inf,1.0
inf,-5.492,0.1346,-9.18,inf,1.0
inf,2.941,-5.88,-0.638,inf,1.0
inf,-1.048,5.754,0.103,inf,1.0
8188.0,2.486,-2.508,8.8,8188.0,1.0
inf,-5.688,-2.4,-4.297,inf,1.0
inf,-9.6,-5.133,-9.914,inf,1.0
49380.0,-4.55,4.168,2.58,49380.0,1.0
inf,6.566,-4.395,-9.984,inf,1.0
inf,-7.28,6.918,-4.99,inf,1.0
inf,3.273,4.113,-9.73,inf,1.0
inf,-1.974,8.82,4.82,inf,1.0
inf,-8.24,6.184,-7.387,inf,1.0
inf,0.9766,7.117,-2.941,inf,1.0
inf,-5.96,5.95,-4.453,inf,1.0
inf,3.457,-5.113,3.104,inf,1.0
inf,-7.285,-4.113,6.37,inf,1.0
inf,5.62,4.777,-5.535,inf,1.0
inf,1.842,-5.98,-6.78,inf,1.0
inf,1.59,6.52,-2.04,inf,1.0
inf,5.22,8.56,-6.63,inf,1.0
inf,-0.7,6.527,-0.01811,inf,1.0
40800.0,0.4663,3.348,-8.75,40800.0,1.0
inf,-8.56,-8.42,7.375,inf,1.0
inf,-5.086,4.11,-8.93,inf,1.0
1789.0,-2.031,0.642,2.795,1789.0,1.0
56300.0,4.785,-0.4546,-3.947,56300.0,1.0
inf,-2.014,-7.71,4.18,inf,1.0
16910.0,3.162,1.481,-7.625,16910.0,1.0
inf,-9.9,-0.0412,-2.72,inf,1.0
inf,-4.207,4.91,1.507,inf,1.0
inf,-6.645,3.531,2.494,inf,1.0
inf,2.18,6.176,8.69,inf,1.0
inf,-8.734,-0.827,6.84,inf,1.0
inf,9.945,6.277,1.247,inf,1.0
10860.0,2.492,-0.4773,-7.77,10860.0,1.0
378.8,-0.601,2.227,5.477,378.8,1.0
inf,1.6455,9.06,-7.85,inf,1.0
9864.0,1.042,-2.885,-0.7695,9864.0,1.0
inf,-4.234,-6.695,3.01,inf,1.0
inf,-3.209,7.72,-1.121,inf,1.0
inf,6.625,1.139,-3.752,inf,1.0
inf,-9.414,9.01,2.916,inf,1.0
inf,-8.57,4.285,-0.06494,inf,1.0
inf,-6.473,0.7744,6.035,inf,1.0
inf,-8.33,8.5,3.652,inf,1.0
781.0,-0.09827,-2.203,3.18,781.0,1.0
50430.0,5.074,3.57,9.22,50430.0,1.0
inf,1.209,-6.418,7.66,inf,1.0
inf,7.758,7.902,2.652,inf,1.0
inf,6.086,-5.945,1.263,inf,1.0
2828.0,-1.841,-1.375,-0.4473,2828.0,1.0
inf,-3.188,-6.227,1.523,inf,1.0
inf,7.3,0.393,-2.037,inf,1.0
63140.0,4.27,-4.34,7.82,63140.0,1.0
inf,-4.938,-2.9,2.06,inf,1.0
63780.0,-4.86,-1.625,1.527,63780.0,1.0
inf,-7.43,-5.84,-1.615,inf,1.0
34100.0,4.305,0.5244,4.336,34100.0,1.0
inf,-4.492,-7.85,-2.2,inf,1.0
10410.0,-2.11,-0.9395,9.54,10410.0,1.0
14230.0,2.975,-2.014,-0.8525,14230.0,1.0
30860.0,-3.584,-3.146,2.635,30860.0,1.0
inf,1.05,7.246,-2.217,inf,1.0
inf,8.71,-9.2,-3.385,inf,1.0
inf,6.656,5.24,-3.209,inf,1.0
inf,3.016,8.9,7.94,inf,1.0
20380.0,3.734,1.772,-4.297,20380.0,1.0
inf,5.062,6.16,-3.186,inf,1.0
inf,-4.55,-6.504,7.34,inf,1.0
inf,-4.098,-5.49,4.184,inf,1.0
inf,6.754,-8.49,-7.453,inf,1.0
inf,-8.63,-0.77,1.482,inf,1.0
inf,4.215,5.496,5.98,inf,1.0
inf,-8.336,9.18,6.234,inf,1.0
inf,6.84,2.656,8.016,inf,1.0
13000.0,1.433,-3.527,2.502,13000.0,1.0
inf,-9.69,-0.3972,-1.867,inf,1.0
inf,3.701,9.94,-8.125,inf,1.0
inf,6.395,-6.145,-6.574,inf,1.0
inf,8.266,2.334,7.703,inf,1.0
4930.0,1.996,4.004,9.03,4930.0,1.0
inf,1.121,-9.445,-3.484,inf,1.0
inf,-9.01,8.35,2.586,inf,1.0
inf,-8.12,8.055,4.887,inf,1.0
18080.0,-1.204,3.262,-2.682,18080.0,1.0
inf,-8.695,8.42,-3.195,inf,1.0
7710.0,0.6396,0.10333,-8.766,7710.0,1.0
2298.0,-1.741,-1.286,-0.4019,2298.0,1.0
inf,-7.57,-0.0777,-5.062,inf,1.0
inf,-8.24,0.546,5.23,inf,1.0
inf,-9.54,-2.008,3.469,inf,1.0
inf,-1.672,-8.94,5.688,inf,1.0
inf,-6.047,5.973,0.2405,inf,1.0
inf,7.98,7.24,5.68,inf,1.0
inf,-3.293,-6.543,-2.625,inf,1.0
inf,-3.988,8.6,2.688,inf,1.0
inf,0.2297,7.89,6.25,inf,1.0
inf,-8.11,5.65,-6.914,inf,1.0
inf,7.473,-7.86,-1.189,inf,1.0
inf,-7.742,-6.05,0.1333,inf,1.0
inf,0.4465,4.332,-8.15,inf,1.0
inf,4.934,5.21,-2.549,inf,1.0
inf,-9.88,-3.701,0.7944,inf,1.0
inf,-7.926,-0.9487,-5.5,inf,1.0
inf,6.94,-4.94,7.766,inf,1.0
inf,7.125,-1.525,0.4856,inf,1.0
inf,5.08,-9.16,1.307,inf,1.0
inf,-6.617,9.89,0.1976,inf,1.0
25500.0,3.795,2.242,-5.32,25500.0,1.0
inf,6.184,5.18,0.1571,inf,1.0
inf,0.2673,6.234,3.81,inf,1.0
inf,-8.36,5.215,-0.3857,inf,1.0
inf,-4.387,-5.324,7.664,inf,1.0
38620.0,4.203,0.5117,-9.29,38620.0,1.0
inf,6.145,-2.182,6.184,inf,1.0
inf,-2.957,8.195,-3.373,inf,1.0
inf,-1.198,7.566,4.105,inf,1.0
inf,-7.285,4.746,-9.62,inf,1.0
inf,-8.83,7.97,-0.3887,inf,1.0
inf,-6.668,-0.002659,-1.737,inf,1.0
inf,-8.07,-2.244,4.59,inf,1.0
inf,-3.443,-7.41,-5.61,inf,1.0
inf,6.2,-0.2678,9.625,inf,1.0
23490.0,1.335,-4.445,5.77,23490.0,1.0
inf,7.598,-5.996,-9.88,inf,1.0
inf,-8.7,-8.25,-9.71,inf,1.0
26220.0,-4.375,2.98,7.816,26220.0,1.0
inf,-4.844,8.22,-5.816,inf,1.0
inf,-4.18,6.574,1.217,inf,1.0
inf,9.62,0.0833,-3.723,inf,1.0
inf,-3.701,-9.77,-9.41,inf,1.0
inf,-7.363,-3.545,2.35,inf,1.0
inf,9.03,-9.75,2.408,inf,1.0
inf,8.24,-2.805,-4.047,inf,1.0
inf,-6.977,0.8833,-3.412,inf,1.0
inf,9.21,-1.391,7.414,inf,1.0
inf,-5.61,9.76,-6.49,inf,1.0
inf,-1.4795,-7.645,-8.82,inf,1.0
inf,9.055,5.42,-1.486,inf,1.0
inf,6.85,6.45,-8.35,inf,1.0
inf,5.242,5.355,-7.1,inf,1.0
inf,-8.82,1.021,2.78,inf,1.0
inf,7.457,-5.633,-2.938,inf,1.0
16780.0,-0.3804,4.26,5.895,16780.0,1.0
inf,-5.926,8.43,-6.043,inf,1.0
22880.0,-1.67,-3.613,-0.6323,22880.0,1.0
inf,9.93,-3.768,-5.75,inf,1.0
3558.0,1.67,-3.086,8.58,3558.0,1.0
inf,-4.293,4.69,-8.8,inf,1.0
inf,6.832,3.37,8.22,inf,1.0
5410.0,2.436,-0.451,-3.453,5410.0,1.0
inf,5.707,-6.402,8.266,inf,1.0
12270.0,-0.4854,-1.821,-7.562,12270.0,1.0
inf,-9.78,-6.65,0.2297,inf,1.0
inf,-8.51,-7.13,-6.305,inf,1.0
inf,7.188,-8.26,3.275,inf,1.0
inf,-7.22,8.78,4.273,inf,1.0
inf,-3.715,-5.957,-5.504,inf,1.0
inf,4.11,5.125,-1.317,inf,1.0
inf,-9.42,-0.1516,9.74,inf,1.0
inf,-0.7974,7.316,2.621,inf,1.0
958.0,1.046,1.979,6.88,958.0,1.0
inf,-6.44,9.65,2.104,inf,1.0
inf,4.31,-6.445,-7.188,inf,1.0
inf,8.55,-4.344,-4.438,inf,1.0
inf,-9.63,9.41,-8.12,inf,1.0
inf,-3.893,-8.62,-9.1,inf,1.0
inf,-8.33,4.406,-5.15,inf,1.0
inf,3.04,8.055,5.77,inf,1.0
inf,-9.65,-3.451,4.383,inf,1.0
inf,0.834,-5.13,1.103,inf,1.0
inf,-7.387,1.93,-2.188,inf,1.0
inf,-8.164,-1.956,-5.777,inf,1.0
24460.0,-3.736,-0.5645,6.117,24460.0,1.0
21650.0,-3.994,1.306,0.375,21650.0,1.0
inf,7.13,-1.576,0.9175,inf,1.0
26510.0,-3.76,-2.115,3.75,26510.0,1.0
inf,9.74,2.693,-0.1528,inf,1.0
inf,-5.367,4.258,-9.71,inf,1.0
inf,9.984,2.402,6.754,inf,1.0
2009.0,0.8403,-0.02109,4.42,2009.0,1.0
inf,-4.945,-2.93,5.473,inf,1.0
inf,-3.172,7.984,-7.066,inf,1.0
inf,-9.09,1.471,7.07,inf,1.0
inf,4.266,6.574,-4.363,inf,1.0
inf,-4.445,8.58,-9.44,inf,1.0
inf,7.38,-6.535,1.047,inf,1.0
inf,-9.14,2.754,-2.324,inf,1.0
inf,-4.72,8.086,3.504,inf,1.0
inf,-5.793,-1.846,1.981,inf,1.0
inf,-2.555,9.89,2.852,inf,1.0
